ano_eleicao,num_turno,sigla_uf,nome_municipio,nome_candidato,nome_urna_candidato,descricao_cargo,numero_cand,desc_sit_cand_superior,desc_sit_candidato,desc_sit_cand_tot,sigla_partido,nome_coligacao,composicao_legenda,total_votos,transito
2016,1,PB,JOCA CLAUDINO,JOSE HILTON DA COSTA,ZÉ HILTON,VEREADOR,22333,APTO,DEFERIDO,SUPLENTE,PR,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,27,N
2016,1,PB,JOCA CLAUDINO,ITALU ALVES DE FREITAS,ITALU ALVES,VEREADOR,12333,APTO,DEFERIDO,ELEITO POR QP,PDT,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,152,N
2016,1,PB,JOCA CLAUDINO,FAGNA MESSIAS DOS SANTOS,FAGNA MESSIAS,VEREADOR,43999,APTO,DEFERIDO,SUPLENTE,PV,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,2,N
2016,1,PB,JOCA CLAUDINO,JUVANELDO ABRANTES DA SILVA,DEUS,VEREADOR,22123,APTO,DEFERIDO,SUPLENTE,PR,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,16,N
2016,1,PB,JOCA CLAUDINO,ESPEDITO ALVES LEITE,ESPEDITO LEITE,VEREADOR,40222,APTO,DEFERIDO,ELEITO POR QP,PSB,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,159,N
2016,1,PB,JOCA CLAUDINO,MARIA JOSÉ VITAL FERREIRA,MARIA VITAL,VEREADOR,43000,APTO,DEFERIDO,SUPLENTE,PV,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,38,N
2016,1,PB,JOCA CLAUDINO,FABIANA CAVALCANTE DE ANDRADE,FABIANA ANDRADE,VEREADOR,43555,APTO,DEFERIDO,SUPLENTE,PV,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,2,N
2016,1,PB,JOCA CLAUDINO,JOSÉ RODRIGUES DUARTE,ZÉ DE NATO,VEREADOR,43888,APTO,DEFERIDO,SUPLENTE,PV,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,63,N
2016,1,PB,JOCA CLAUDINO,EDINARA MARIA DUARTE,EDINARA DUARTE,VEREADOR,43456,APTO,DEFERIDO,SUPLENTE,PV,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,0,N
2016,1,PB,JOCA CLAUDINO,JOSÉ IZUAL BATISTA DA SILVA,IZUAL DA AGUA,VEREADOR,43444,APTO,DEFERIDO,SUPLENTE,PV,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,21,N
2016,1,PB,JOCA CLAUDINO,GERALDO FEITOSA DE LIMA,GERALDINHO DE CHIQUITA,VEREADOR,45555,APTO,DEFERIDO,ELEITO POR QP,PSDB,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,172,N
2016,1,PB,JOCA CLAUDINO,GEAN DUARTE SANTANA,GEAN,VEREADOR,45123,APTO,DEFERIDO,SUPLENTE,PSDB,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,122,N
2016,1,PB,JOCA CLAUDINO,AGUIDA MARIA ALVES,AGUIDA,VEREADOR,43123,APTO,DEFERIDO,SUPLENTE,PV,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,44,N
2016,1,PB,JOCA CLAUDINO,GABRIELA VIEIRA,GABRIELA,VEREADOR,22444,APTO,DEFERIDO,SUPLENTE,PR,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,0,N
2016,1,PB,JOCA CLAUDINO,CARLOS ALVES BEZERRA,CARLOS DE CELIN,VEREADOR,43800,APTO,DEFERIDO,SUPLENTE,PV,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,26,N
2016,1,PB,JOCA CLAUDINO,FRANCISCO LENIVAL SILVA DE ALENCAR,LENIVAL,VEREADOR,45111,APTO,DEFERIDO,SUPLENTE,PSDB,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,96,N
2016,1,PB,JOCA CLAUDINO,JOSÉ CLAUDINO DE ANDRADE,DEDÉ DE ZÉ DE LICA,VEREADOR,45000,APTO,DEFERIDO,ELEITO POR QP,PSDB,UNIÃO E MUDANÇA,PV / PSL / PSDB / PDT / PR / PSB,131,N
2016,1,PB,JOCA CLAUDINO,ANASTACIA DE ANDRADE,ANASTÁCIA ANDRADE,VEREADOR,25222,APTO,DEFERIDO,SUPLENTE,DEM,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,5,N
2016,1,PB,JOCA CLAUDINO,ANACLETO VALENTIM DUARTE,ANACLETO,VEREADOR,14444,APTO,DEFERIDO,ELEITO POR QP,PTB,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,183,N
2016,1,PB,JOCA CLAUDINO,ANTONIO DUARTE DE LIMA,ANTÔNIO BATALHA,VEREADOR,90123,APTO,DEFERIDO,SUPLENTE,PROS,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,121,N
2016,1,PB,JOCA CLAUDINO,IVANILDO ALVES DE FREITAS,VAM,VEREADOR,25555,APTO,DEFERIDO,SUPLENTE,DEM,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,35,N
2016,1,PB,JOCA CLAUDINO,VALMIR ALVES DE SOUSA,VALMIR,VEREADOR,14567,APTO,DEFERIDO,SUPLENTE,PTB,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,51,N
2016,1,PB,JOCA CLAUDINO,FRANCISCO JOSÉ DA SILVA,FIA,VEREADOR,14333,APTO,DEFERIDO,SUPLENTE,PTB,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,98,N
2016,1,PB,JOCA CLAUDINO,GRAZIELMA SANTIAGO DA SILVA,CELMA,VEREADOR,14000,APTO,DEFERIDO,SUPLENTE,PTB,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,37,N
2016,1,PB,JOCA CLAUDINO,ORIEL FELIPE DA SILVA,ORIEL,VEREADOR,14222,APTO,DEFERIDO,SUPLENTE,PTB,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,0,N
2016,1,PB,JOCA CLAUDINO,WALTER DA SILVA XAVIER,WALTER XAVIER,VEREADOR,14777,APTO,DEFERIDO,ELEITO POR QP,PTB,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,203,N
2016,1,PB,JOCA CLAUDINO,JOSÉ MACIEL ALMEIDA DANTAS,MACIEL DANTAS,VEREADOR,14888,APTO,DEFERIDO,ELEITO POR MÉDIA,PTB,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,137,N
2016,1,PB,JOCA CLAUDINO,RIZOLENE ABRANTES CÂNDIDO,LOURA,VEREADOR,14555,APTO,DEFERIDO,SUPLENTE,PTB,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,30,N
2016,1,PB,JOCA CLAUDINO,FRANCISCO AFONSO ALVES,CHICO AFONSO,VEREADOR,14111,APTO,DEFERIDO,ELEITO POR QP,PTB,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,162,N
2016,1,PB,JOCA CLAUDINO,PEDRO DE FREITAS LEITE,PEDRO LEITE,VEREADOR,14666,APTO,DEFERIDO,SUPLENTE,PTB,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,6,N
2016,1,PB,JOCA CLAUDINO,EDNA DASSYANE LOPES TIMBAUBA,DASSYANE LOPES,VEREADOR,11111,APTO,DEFERIDO,SUPLENTE,PP,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,1,N
2016,1,PB,JOCA CLAUDINO,FLAVIO BATISTA DUARTE,FLÁVIO,VEREADOR,13333,APTO,DEFERIDO,ELEITO POR QP,PT,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,164,N
2016,1,PB,JOCA CLAUDINO,DAIANE ABRANTES DOS SANTOS,DAIANE,VEREADOR,11222,APTO,DEFERIDO,SUPLENTE,PP,POR UMA JOCA CLAUDINO CADA VEZ MELHOR,PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD,2,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,ALLAN SEIXAS DE SOUSA,ALLAN,PREFEITO,40,APTO,DEFERIDO,ELEITO,PSB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,3042,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,FRANCISCO DANTAS RICARTE,BODIN,PREFEITO,25,APTO,DEFERIDO,NÃO ELEITO,DEM,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,2944,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,MARLEIDE DOMINGOS DA SILVA,MARLEIDE,VEREADOR,14444,APTO,DEFERIDO,SUPLENTE,PTB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,112,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,DAMIÃO RODRIGUES DA SILVA,JUNIOR DE RITA,VEREADOR,40123,APTO,DEFERIDO,ELEITO POR QP,PSB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,293,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,RODRIGO DE SOUSA,RODRIGO MOTORISTA,VEREADOR,40000,APTO,DEFERIDO,SUPLENTE,PSB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,155,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,IRINEU EMIDIO DOS SANTOS,IRINEU,VEREADOR,40444,APTO,DEFERIDO,SUPLENTE,PSB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,101,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,JOSEFA MAYARA GONÇALVES DE SOUSA,MAYARA,VEREADOR,40333,APTO,DEFERIDO,SUPLENTE,PSB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,109,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,FRANCISCO DE SOUSA NETO,CHICO TEXEIRA,VEREADOR,40222,APTO,DEFERIDO,ELEITO POR QP,PSB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,210,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,JOSEFA DOS SANTOS FERREIRA,LUCELIA,VEREADOR,40999,APTO,DEFERIDO,SUPLENTE,PSB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,2,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,ANA LUCIA MENDES DE FRANÇA,ANA LUCIA,VEREADOR,40456,APTO,DEFERIDO,SUPLENTE,PSB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,3,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,WESLEY KAYKE DE SOUSA,WESLEY KAYKE,VEREADOR,40777,APTO,DEFERIDO,SUPLENTE,PSB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,152,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,JOSÉ FAUSTINO FILHO,NINHA DA OFICINA,VEREADOR,10111,APTO,DEFERIDO,SUPLENTE,PRB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,176,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,ERISBERGUE MOREIRA DIAS,ERISBERGUE,VEREADOR,43444,APTO,DEFERIDO,ELEITO POR QP,PV,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,240,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,FRANCISCO ALEXANDRO MARTINS FERREIRA,IRMÃO ALEX,VEREADOR,43222,APTO,DEFERIDO,SUPLENTE,PV,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,38,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,JOSÉ PAULO DE SOUSA FILHO,ZÉ PAULO,VEREADOR,40111,APTO,DEFERIDO,SUPLENTE,PSB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,148,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,CICERO RIBEIRO DE SOUZA,LINDOMAR,VEREADOR,40555,APTO,DEFERIDO,SUPLENTE,PSB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,66,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,ISMAEL DA COSTA SILVA,ISMAEL,VEREADOR,14111,APTO,DEFERIDO,SUPLENTE,PTB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,143,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,FRANCISCA FERREIRA DE ARAUJO ALVES,FRAN ARAUJO,VEREADOR,43000,APTO,DEFERIDO,SUPLENTE,PV,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,35,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,AURINO RODRIGUES PEREIRA,ZUZU,VEREADOR,14123,APTO,DEFERIDO,SUPLENTE,PTB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,74,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,FRANCISCA ALVES DE LIMA,NETA DE ELIZEU,VEREADOR,14555,APTO,DEFERIDO,SUPLENTE,PTB,MUDA CACHOEIRA,PSB / PRB / PTB / PMB / PV,1,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,BENEDITA DE SOUSA SILVA,BENEDITA,VEREADOR,25683,APTO,DEFERIDO,SUPLENTE,DEM,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,15,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,ILANIA MARIA GUEDES ROLIM,ILANIA,VEREADOR,25625,APTO,DEFERIDO,SUPLENTE,DEM,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,6,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,MARIA SALETE ROLIM RICARTE,SALETE,VEREADOR,25606,APTO,DEFERIDO,SUPLENTE,DEM,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,128,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,JOSE RICARTE FEITOSA,FEITOSA,VEREADOR,25616,APTO,DEFERIDO,ELEITO POR QP,DEM,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,389,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,FRANCISCO PEREIRA DE OLIVEIRA,CHICO BRITO,VEREADOR,22621,APTO,DEFERIDO,ELEITO POR QP,PR,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,346,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,ANTONIO ITAMAR LEITE,ITAMAR,VEREADOR,33690,APTO,DEFERIDO,ELEITO POR QP,PMN,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,323,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,ADRIANO DE SENA GONÇALVES,ADRIANO SENA,VEREADOR,33333,APTO,DEFERIDO,SUPLENTE,PMN,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,127,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,FRANCISCO DE ARAUJO PEREIRA,DJALMA,VEREADOR,33456,APTO,DEFERIDO,ELEITO POR MÉDIA,PMN,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,317,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,ESPEDITO BATISTA DA SILVA,ESPEDITO BATISTA,VEREADOR,25000,APTO,DEFERIDO,SUPLENTE,DEM,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,303,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,FRANCISCO JOAQUIM DE OLIVEIRA,FRANCISCO,VEREADOR,25555,APTO,DEFERIDO,ELEITO POR QP,DEM,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,467,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,FAGNER CORREIA DA SILVA,FAGNER CORREIA,VEREADOR,22123,APTO,DEFERIDO,SUPLENTE,PR,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,65,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,MARIA DE FATIMA GUEDES FELIX,FATIMA GUEDES,VEREADOR,51111,APTO,DEFERIDO,SUPLENTE,PEN,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,48,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,FRANCISCA LENEIDE GONÇALVES PEREIRA,LENEIDE,VEREADOR,25610,APTO,DEFERIDO,SUPLENTE,DEM,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,242,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,DAMIÃO MONTEIRO DA SILVA,DAMIÃO,VEREADOR,25666,APTO,DEFERIDO,SUPLENTE,DEM,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,268,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,JOSE DE SOUSA BATISTA,JACILDO,VEREADOR,33123,APTO,DEFERIDO,ELEITO POR QP,PMN,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,565,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,JOSE MOREIRA FIGUEIREDO,ZE CAZUZA,VEREADOR,22000,APTO,DEFERIDO,SUPLENTE,PR,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,27,N
2016,1,PB,CACHOEIRA DOS ÍNDIOS,IZABEL CRISTINA DE MOURA,IZABEL,VEREADOR,22222,APTO,DEFERIDO,SUPLENTE,PR,CACHOEIRA NO RUMO CERTO,PR / DEM / PMN / PEN,7,N
2016,1,PB,TENÓRIO,EVILÁZIO DE ARAÚJO SOUTO,EVILÁZIO,PREFEITO,40,APTO,DEFERIDO,ELEITO,PSB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,1393,N
2016,1,PB,TENÓRIO,ADILSON CÉSAR MODESTO CONSERVA,ADILSON CONSERVA,PREFEITO,45,APTO,DEFERIDO,NÃO ELEITO,PSDB,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,876,N
2016,1,PB,TENÓRIO,MARIA APARECIDA FERNANDES DOS SANTOS,CIDA DE DAMIÃO,VEREADOR,12111,APTO,DEFERIDO,SUPLENTE,PDT,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,11,N
2016,1,PB,TENÓRIO,EDNALDO ANANIAS DE OLIVEIRA,GALEGUINHO DA LAGOA,VEREADOR,40111,APTO,DEFERIDO,SUPLENTE,PSB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,115,N
2016,1,PB,TENÓRIO,MANOEL JOSE DOS SANTOS,MANOEL BALDUINO,VEREADOR,10123,APTO,DEFERIDO,ELEITO POR QP,PRB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,193,N
2016,1,PB,TENÓRIO,CASSIO DE ARAÚJO DINIZ,CASSIO,VEREADOR,15000,APTO,DEFERIDO,SUPLENTE,PMDB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,108,N
2016,1,PB,TENÓRIO,INÁCIA MACIEL MOTA,INÁCIA DE ZECA,VEREADOR,40456,APTO,DEFERIDO,SUPLENTE,PSB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,6,N
2016,1,PB,TENÓRIO,MANOEL GREGORIO DANTAS NETO,PEQUENO,VEREADOR,40666,APTO,DEFERIDO,SUPLENTE,PSB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,94,N
2016,1,PB,TENÓRIO,LEVI CORDEIRO RAMOS,LEVI CORDEIRO,VEREADOR,40222,APTO,DEFERIDO,ELEITO POR QP,PSB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,152,N
2016,1,PB,TENÓRIO,FRANCILEIDE DINIZ NASCIMENTO OLIVEIRA,FRANCILEIDE DE TETÊ,VEREADOR,40000,APTO,DEFERIDO,SUPLENTE,PSB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,94,N
2016,1,PB,TENÓRIO,JOSEVANIO MEDEIROS RANGEL,BOBA,VEREADOR,40678,APTO,DEFERIDO,ELEITO POR QP,PSB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,116,N
2016,1,PB,TENÓRIO,MANOEL VASCONCELOS,MANOEL VASCONCELOS,VEREADOR,40333,APTO,DEFERIDO,ELEITO POR QP,PSB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,225,N
2016,1,PB,TENÓRIO,JOSUE DE ARAUJO FERREIRA,JOSA DE SALETE,VEREADOR,40555,APTO,DEFERIDO,ELEITO POR QP,PSB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,118,N
2016,1,PB,TENÓRIO,MARCOS ANTONIO DINIZ,MARCOS DA LAGOA,VEREADOR,10000,APTO,DEFERIDO,SUPLENTE,PRB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,14,N
2016,1,PB,TENÓRIO,ANTONIO BERNARDO ALVES,ANTONIO DO CAJUEIRO,VEREADOR,40123,APTO,DEFERIDO,SUPLENTE,PSB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,89,N
2016,1,PB,TENÓRIO,GERCIANO GOMES DE AZEVEDO,GERCIANO,VEREADOR,12333,APTO,DEFERIDO,SUPLENTE,PDT,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,6,N
2016,1,PB,TENÓRIO,JOSEFA ERICLEIDE DA COSTA,PAULINHA,VEREADOR,11112,APTO,DEFERIDO,SUPLENTE,PP,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,5,N
2016,1,PB,TENÓRIO,JOSE DOS SANTOS MORAIS,JUSA,VEREADOR,11111,APTO,DEFERIDO,ELEITO POR QP,PP,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,118,N
2016,1,PB,TENÓRIO,ELIVANIA DA COSTA GOMES,ELIVANIA DE SULA,VEREADOR,15678,APTO,DEFERIDO,SUPLENTE,PMDB,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,26,N
2016,1,PB,TENÓRIO,RAQUEL NUNES DE SOUZA SANTOS,RAQUEL,VEREADOR,12345,APTO,DEFERIDO,SUPLENTE,PDT,OS FILHOS DA TERRA CONTINUAM UNIDOS PELO BEM DE TENÓRIO,PMDB / PSB / DEM / PDT / PP / PRB,4,N
2016,1,PB,TENÓRIO,BRUNO ANTONIO DE OLIVEIRA RAULINO,BRUNO MARINHEIRO,VEREADOR,45444,APTO,DEFERIDO,SUPLENTE,PSDB,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,92,N
2016,1,PB,TENÓRIO,MARIA DO SOCORRO ALVES BEZERRA,KUKUTA,VEREADOR,55111,APTO,DEFERIDO,SUPLENTE,PSD,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,23,N
2016,1,PB,TENÓRIO,MANUEL VARELO GOMES,MANUEL VARELO,VEREADOR,45666,APTO,DEFERIDO,SUPLENTE,PSDB,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,0,N
2016,1,PB,TENÓRIO,EZEQUIEL CAVALCANTI DE OLIVEIRA,EZEQUIEL,VEREADOR,19999,APTO,DEFERIDO,ELEITO POR QP,PTN,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,135,N
2016,1,PB,TENÓRIO,JARIO JERBERTON DA SILVA,JARIO JERBERTON,VEREADOR,14000,APTO,DEFERIDO,ELEITO POR MÉDIA,PTB,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,111,N
2016,1,PB,TENÓRIO,EDILSON ANANIAS DA NOBREGA,EDINHO DA LAGOA,VEREADOR,55456,APTO,DEFERIDO,SUPLENTE,PSD,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,102,N
2016,1,PB,TENÓRIO,AILGO COSME DE ALMEIDA,IGUINHO DE MOÇA,VEREADOR,70123,APTO,DEFERIDO,SUPLENTE,PT do B,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,17,N
2016,1,PB,TENÓRIO,MANUELA DA SILVA ALMEIDA,MANUELA DE MEDEIROS,VEREADOR,55789,APTO,DEFERIDO,SUPLENTE,PSD,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,0,N
2016,1,PB,TENÓRIO,LENILDA MARIA DA SILVA,NENÊ,VEREADOR,70000,APTO,DEFERIDO,SUPLENTE,PT do B,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,0,N
2016,1,PB,TENÓRIO,PAULO ROBERTO GOMES,PAULO ROBERTO,VEREADOR,45678,APTO,DEFERIDO,SUPLENTE,PSDB,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,2,N
2016,1,PB,TENÓRIO,BENEDITO MARCOS ALVES DOS SANTOS,BENEDITO,VEREADOR,23000,APTO,DEFERIDO,SUPLENTE,PPS,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,30,N
2016,1,PB,TENÓRIO,IONE MARIA DOS SANTOS SILVA,IONE DE BIU,VEREADOR,45555,APTO,DEFERIDO,SUPLENTE,PSDB,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,18,N
2016,1,PB,TENÓRIO,ARTHUR CESAR DUARTE CONSERVA,ARTHUR CONSERVA,VEREADOR,55555,APTO,DEFERIDO,ELEITO POR QP,PSD,POR AMOR A TENORIO,PSDB / PSD / PT do B / PTB / PTN / PPS,145,N
